100aC;100aS;100eC;100eS;100dC;100dS;120C;120S;130C;130S;150aC;150aS;150bC;150bS;150cC;150cS;200aC;200aS;200bC;200bS;202C;202S;535aC;535aS;1000C;1000S;1323C;1323S;1400C;1400S;1748C;1748S;1889C;1889S;2392C;2392S;3038C;3038S;3795C;3795S;5934C;5934S;7397C;7397S
21876;21381;22669;22946;22129;22575;16563;16828;62058;63770;68762;67956;27751;27283;27134;26933;30111;29934;30293;30838;41825;41579;230257;243513;19793537,4;20347957,71;287805,8616;286910,8746;28256,63825;30046,3865;36351;35866;339633,6941;344934,4714;403474,5187;428720,7561;145962,4034;147744,0675;56009;59043;62611;60605;42200;28033
21547;21996;23153;23077;21870;22158;16651;16794;64223;64388;68631;67889;27800;27220;27250;27296;30097;31080;29886;30665;42274;45349;238556;224300;20719334,51;19896293,67;290543,219;289077,5471;30876,7301;31205,05025;35962;35594;348563,8024;335895,1589;399470,4581;429000,2093;146520,7673;148322,5252;52652;56099;63163;61051;42690;30878
21572;22023;22881;22509;22270;22194;16832;16565;64034;62495;68399;69532;27060;27550;26930;26813;30622;30349;31215;30334;41714;41091;228955;227945;20021138,19;20332996,9;282374,6382;286929,9111;31837,95816;29666,623;35829;35418;345437,7898;341807,2905;402499,227;415267,4643;145157,6086;147052,1078;53933;56941;61855;60094;41830;28823
21968;21615;22988;22557;21826;22328;16668;17318;64623;63271;66876;70133;27664;27578;26976;26917;30856;30931;31426;31456;44266;41679;231032;225746;19623118,06;20685479,33;294317,1795;290214,7127;32421,29637;36284,28723;35654;35752;342907,6086;342391,3778;400082,9938;410828,0982;145326,7147;148978,8058;54483;52057;62529;60235;40080;31792
21571;21663;22816;22612;22600;21880;16631;16638;62167;63529;68265;67121;27272;27051;26672;26532;30347;31063;30129;30646;41151;41076;239367;233037;19622669,59;19644624,03;283724,5663;285752,5716;31949,79201;29678,54822;36293;35309;341607,2905;340883,9735;398778,2926;424490,5988;144598,6357;146834,0631;56937;47444;60306;60944;44160;29642
22381;21357;22820;23295;22340;21982;16966;16980;63521;63774;68262;66707;27628;27335;27069;26690;30501;30868;30172;31416;41768;41264;231671;232769;20590361,85;20157195,39;282180,4923;289076,7215;30503,10701;26643,33113;36116;35145;335851,9061;344736,4154;403320,268;420296,9295;144897,3909;147191,0207;54162;51945;62436;60762;44557;29465
22740;22201;22069;22953;22181;22168;16715;17192;65240;64995;66631;68683;28082;26828;27204;27521;30111;30235;31200;30973;41302;42478;232704;233795;19503670,88;20078652,43;289022,6112;284285,0879;32273,33718;26733,19343;35626;35550;340858,3102;341958,9689;404619,5178;421763,1353;146534,1904;146833,758;56513;53038;62836;60465;42252;28920
21838;21936;22412;22577;23127;22319;17249;17040;62869;62443;66349;67825;28074;27131;27428;26965;30183;31239;30986;31130;41382;41886;222295;226622;19499366,43;20525985,13;286943,9004;293570,7971;32192,56783;30153,31853;35441;35770;342760,7939;340866,6859;406124,69;416964,4153;145436,2211;147289,6664;52895;51157;63210;60570;39410;27672
21551;22226;22134;22417;21685;22043;16796;16797;62986;63143;66901;66802;27590;27496;26761;26712;30403;30834;31051;30533;42310;42546;223740;228498;20945106,3;20067556,87;293118,6204;281642,4973;29903,26147;31427,50213;36004;35272;352683,519;341650,5297;400341,6898;422125,0132;145480,0339;147541,9981;57301;53455;61121;60809;42191;28096
21964;22133;22233;23256;21906;21697;16420;17135;63284;63152;68947;67131;27603;27564;26707;26855;29876;30551;30730;30274;43155;42282;231372;229789;20758502,18;19536042,67;284693,606;293317,6982;33576,0396;28966,90178;36234;35611;340954,8831;342629,854;406966,2232;437913,404;146104,019;147335,7394;52222;53519;62460;60587;38025;28590
22894;21757;22241;23058;21970;22218;16667;16518;62005;63146;66238;68094;27502;27635;26403;26993;30864;30951;30465;31333;41711;41687;218719;226561;20019031,55;19783448,92;289589,0451;286834,4953;26847,71132;28698,33745;35648;35533;337368,2027;342851,065;405295,3942;427086,814;145412,4097;146505,9599;52952;53341;61618;61336;44311;30129
21366;21374;22360;22320;22695;21466;16975;16765;63647;62483;67163;67557;27380;27344;27015;27307;30709;30221;31288;30771;41400;44321;227495;228774;20690441,85;20129802,87;286253,1493;285919,8427;36420,2187;28249,86661;36077;36963;351371,925;339951,2701;396017,7122;428921,8114;145663,0292;150603,5053;55485;51602;61310;61230;43747;27686
21582;21382;22400;22108;22087;22337;16887;16689;63470;62036;68062;68021;27880;27423;26582;28079;31055;30508;30358;30877;41265;42531;219784;220628;20139121,16;20292661,62;289829,3586;296626,665;30096,39956;29987,18109;35729;35940;353425,8507;338284,2065;405904,5425;424616,9582;145477,0321;147989,2546;50951;48265;65261;60259;42294;26937
21307;22501;23084;22254;21555;21603;17361;16549;63301;63926;66878;67445;27278;27360;26961;27052;30411;30572;31130;30457;40995;43051;220110;224706;19511890,57;20072625,46;283622,7581;287633,7313;32906,50288;28124,21301;36324;36329;351758,8802;334515,548;400939,6247;411880,6606;147868,3366;149054,0736;46711;53629;62477;62008;44415;28193
22092;22830;27202;23655;21310;22173;16958;16996;62997;62872;67244;67692;27794;28745;27737;26368;30206;30454;30338;30560;41905;41975;234491;226602;20419086,34;21754487,15;286500,8563;289620,0688;30820,05616;27695,74329;35905;35455;346505,8354;338867,6713;401917,8519;409972,9963;147447,9265;147924,2065;52734;53478;61407;61237;41589;29638
21670;21774;22430;22407;22402;22604;16726;17313;63745;65086;66931;67044;26753;28409;27063;26871;30517;29882;30694;30002;41379;44848;220340;227094;19635320,22;20271651,29;291355,1943;293303,6956;36409,99949;29192,71389;36221;35542;344083,6418;341194,827;402448,4637;415445,8849;145907,5986;150954,4843;50487;54147;63610;60929;39858;29579
22221;21777;22412;22279;21847;22475;16559;16823;63079;63192;68643;67576;27183;27192;26572;26984;30163;30731;30791;30459;43314;44286;216263;224216;19589429,52;19708971,72;280160,0509;289284,7858;29277,85005;29251,4559;35599;35838;346406,2234;342666,8771;406884,8932;421619,1753;145515,7527;146789,7001;61205;55639;61175;62997;38435;29659
22207;21534;22417;23264;22080;22410;17263;16620;63133;63137;69458;67865;27223;28100;27116;26846;30904;30671;30778;31027;41903;43735;220800;233410;20794070,62;19890890,74;285130,2558;283849,4549;30075,37362;30546,57586;36884;35961;340888,9781;342779,9286;404704,81;419244,1747;146520,8269;148706,1376;50941;51506;63586;60988;42618;28914
21285;22373;22434;23488;21362;22630;16819;16546;62862;63524;66617;68003;27595;27872;27666;27323;30835;30930;30972;30775;42594;42131;227214;227893;20165802,15;19657982,13;287062,3389;288785,0907;34466,02298;28649,37311;36245;35345;350850,0029;339210,1591;397831,6389;406449,6947;145863,4728;146719,3675;55008;59136;62158;61420;44997;28308
22454;22993;22656;22969;21343;22313;16824;16867;64537;62522;67811;67755;27247;28135;27239;26590;30131;30835;30832;31011;41263;41333;224720;218830;20241268,45;20417333,8;281661,1531;291837,8511;32052,33039;24788,12312;38254;35519;340117,2864;344587,2367;401879,0747;419525,626;146319,7203;147225,7056;54868;52490;62539;60514;39554;28154
21455;23020;22607;22917;21294;22594;17364;16681;62411;63042;68039;67927;29021;27383;27588;27386;30914;29628;30741;30976;42555;44152;217700;230088;19507584,15;20266368,17;289428,0643;282321,4012;30344,01037;26555,63246;37056;35657;342067,3815;343082,8086;401771,6806;410073,9875;146080,7948;151691,7403;50188;55928;62329;60751;42291;29223
22233;21484;22392;24215;22312;22747;16664;17187;62822;62716;67959;66791;28186;27880;27437;26392;30736;30544;30819;31633;42069;44199;218310;226493;19801179,92;20209184,12;284864,0322;284173,3015;27380,10073;31472,55773;35220;35814;349009,7445;338436,0813;396128,2505;425611,3161;145378,3646;150422,4714;51412;52691;63360;59739;41098;29224
21730;21504;22796;22438;21613;21427;16320;16650;63186;63859;67717;67195;27105;27473;27174;27250;30459;30148;30662;31024;41765;41172;238722;220931;19703765,81;20426030,6;289253,094;291684,7569;32217,73958;27951,99974;35296;35069;339557,1882;343599,5359;405213,447;427193,2606;145525,4366;148491,3608;54347;51305;61262;60561;40160;28282
21740;21746;22326;22542;21440;21607;16701;17014;63735;63779;66926;69293;28467;28415;27013;27049;31330;30186;30831;31542;40768;41567;229349;226051;19620856,6;20368708,59;287767,8592;288924,0442;34907,93766;30420,13356;36213;36240;343051,3475;340096,9841;401048,8436;421677,6968;145351,9437;147271,286;54026;52951;61135;61040;42595;28741
21776;21472;22560;22918;22128;21865;17192;16773;64431;62118;67741;68621;27444;27493;26760;26934;30235;31116;30635;30850;41363;43891;234776;218018;19563829,58;20538115,45;283293,2409;287864,8368;29477,90946;29564,66042;35281;35051;349906,5722;340876,8668;402722,3666;426916,4606;145842,6398;146160,1323;57761;53949;62568;64029;41865;30049
21973;22088;22399;22939;23406;21773;16517;16549;62872;63121;67627;66446;27918;28060;26920;27140;30599;30773;29983;30246;42112;41294;225902;222148;20570867,48;19601927,22;281311,6177;291778,8582;32138,73729;27992,87308;36167;35790;349836,4414;338944,3784;402497,8014;425639,7873;146168,4792;151042,8616;49981;52988;61803;60758;46103;27655
21831;22938;23221;23800;22137;21918;16980;16690;62353;64057;68671;67852;27654;27215;26672;26824;29938;30253;30716;29817;41710;42929;236317;237721;19875409,74;20430150,52;286070,0241;288370,4964;33402,973;34338,62762;36175;35274;342910,8542;344097,2347;400108,1738;419147,6004;146477,4258;146152,362;47656;47085;62568;61741;43477;29781
21673;21807;23014;23065;21837;21693;16589;18501;63859;62863;69904;68538;27622;26725;26737;27299;30588;30437;30393;30300;41474;41088;214207;225031;19753947,1;21055006,91;286193,6544;286192,2621;31653,30007;30206,84295;35863;35582;348639,7682;332183,1461;397694,4089;418953,4615;146565,4679;148353,3727;57374;50645;61215;60892;41027;29543
22342;21916;23108;24193;21921;21644;16846;16784;62255;66379;68449;67810;28563;27626;26652;27263;31265;30538;30372;30500;42292;43600;236756;242056;20075345;20183019,41;286628,9806;283299,61;35914,92781;29920,37515;36136;35768;348967,2111;348916,893;400424,4541;414203,1379;146944,7082;147093,7718;53880;50139;61281;61424;44986;28504
22140;22558;22390;23053;22177;21756;17288;17010;62154;63550;66360;66932;27227;27019;27293;27346;31098;30061;30315;31065;41339;46359;240634;222028;20108580,82;20074905,91;288131,7247;291393,1674;32868,07016;31620,1247;37412;36646;335024,7714;349543,2724;398171,236;431777,2269;145663,2391;146382,2273;56772;60634;62285;62545;43722;28371
22406;21603;22467;22717;22364;22273;16581;17394;63725;62341;67912;67698;27497;27331;26515;27987;30616;30926;30807;30943;42335;43261;220818;230212;20573116,72;20642545,49;282631,9934;287758,2293;35336,70128;33961,44309;36469;35668;344438,3925;338720,7812;400055,7608;428986,8683;145024,4157;147404,8317;56028;55255;62554;62805;40641;28253
21852;22857;22821;22866;21689;22487;16759;16614;62264;64807;67183;68727;27809;27294;26568;27114;30530;30523;31044;30051;42887;42030;255217;216665;19730871,34;19910933,87;283076,4411;288632,6674;31092,3985;25920,05905;35621;35995;341846,3305;342006,5035;399004,9413;433040,2146;145801,9396;146394,9663;54371;56721;63543;60368;41064;29786
21796;21395;22279;22555;21791;21618;16994;16685;64232;64201;66197;67310;27821;27097;27179;27202;30188;30991;30668;30615;42862;42245;232431;245877;19483355,45;19735982,89;285262,0064;298181,0209;31208,99454;27026,72324;35738;36264;345198,6145;341161,593;398139,4648;424120,7;145728,5056;156327,3595;50435;58723;62467;61870;42394;28121
22107;22126;22340;22284;22078;22288;16563;16683;62845;64679;68283;67270;28119;27786;26404;26739;30546;30287;30036;30681;41482;41145;226665;240194;19730733,09;20504523,34;288492,0111;296762,6907;32416,86622;27797,6383;38048;35774;342000,2924;336966,0456;404502,6718;407374,0262;145868,7291;151490,6122;49613;53389;63647;61770;44137;28638
23272;21648;22342;22415;22043;21781;16642;16571;62874;61931;66404;67008;27558;27216;27128;27600;30129;30572;30412;30871;41275;43250;226810;224847;20587958,17;20112025,68;282016,4183;287014,1798;28092,88724;30545,18442;36220;35982;340829,9438;347856,9532;400877,267;446306,275;145328,6041;149010,9348;52213;52809;62378;62792;40417;29242
21676;22361;22708;23261;22115;21686;16672;16396;62775;63388;65957;67372;26804;27796;26583;26237;30729;29633;30733;30813;42235;44156;236609;226198;20559993,04;20145848,47;282198,1074;288082,0041;31212,92926;34108,27245;34984;36041;352618,0568;344817,3362;399875,5314;411123,0198;146368,2017;147185,1189;50643;60396;61372;62325;42679;28574
21493;22170;22695;22432;22367;21467;16484;16772;62800;62856;69762;68513;27935;27106;26534;27109;30324;30977;30853;30741;41033;44965;230174;221196;19641474,15;19437352,55;291115,5147;298368,8972;36472,10733;28237,47276;36416;35257;344254,8083;355537,766;400875,4677;415420,6752;146002,1576;149252,9413;57877;53945;61786;59732;40854;28049
22274;21721;22744;22680;22437;21310;16504;16378;63362;63892;68694;67908;27519;28005;27026;27169;30920;30689;30256;30423;40864;46527;230143;213041;19788961,27;20112474,55;287350,8323;294439,5107;27245,79831;30578,16501;35349;35480;347292,6477;367135,8145;400329,0354;422617,8079;146163,8421;147272,457;52916;51233;63149;60418;43627;30373
21544;21487;22433;22555;22610;21718;17718;17674;63484;64916;68594;67379;27729;27118;26497;26284;29854;31312;30348;31381;40966;42919;216399;233799;20354019,85;19852645,52;287400,9569;290028,7482;29689,65299;28407,04074;35870;35637;345436,0427;344723,4974;403377,961;419038,8361;145865,4377;147638,4935;53486;52710;63083;61367;38700;28039
22058;21509;22538;22188;22255;21385;16542;17050;63548;62974;67224;67187;28696;27755;26192;26144;30492;30223;30550;31505;41716;42298;221526;221021;19922989,75;20455681,61;287613,3384;286400,4517;39430,99729;28864,77803;36297;35434;336099,157;350710,0762;399669,9808;417614,2388;145442,1886;149643,49;50012;58294;62360;61165;39614;28408
22100;22767;22360;22377;22536;22652;16593;17014;62615;64649;68059;67333;27391;28223;26755;26668;30098;29912;30283;31464;41880;44575;249885;220848;20250981,36;20253830,36;294078,2243;288571,6086;35979,91092;27442,31696;36251;35440;353391,5181;336653,2686;405866,4631;404567,5777;145945,155;149302,4174;50684;53921;62829;62370;43814;29084
21909;21509;22813;23838;21751;22534;17133;16956;62020;62254;68556;69247;26683;27434;27151;27496;30437;30927;30885;30518;41201;42614;231368;225748;19483258,05;20070832,54;283966,1633;290002,8173;35847,38868;30207,3827;35958;35563;339019,5416;338315,3199;403268,8909;417549,7424;146337,7914;148150,6278;56152;50318;62881;61782;38491;27577
23004;22005;22301;22326;21715;21679;16855;17995;63006;64603;65522;67816;26888;27426;26625;26892;30119;29713;30088;30414;41400;42146;222079;220601;20029212,93;20007932,31;290536,8183;288921,9395;32945,72409;30496,30218;35465;35560;343478,7641;349603,3771;404668,5472;417934,2545;145156,8048;150748,3868;50736;52036;63636;62817;40582;30456
22279;22731;22453;22498;21972;22069;17038;16816;63790;64422;66978;67454;28526;27828;26572;27044;30119;29932;31451;31034;41110;43511;237575;225600;20834389,2;19830903,2;285685,6037;302483,4282;33416,83683;33062,52449;35632;35503;340639,296;338825,2206;399953,0941;421988,3453;146314,2934;146587,58;54921;52162;61662;61262;39591;28643
22643;21746;22752;22609;22552;22090;16584;16827;63004;62153;68189;66328;29401;28128;26592;26862;31345;30030;30406;30692;41843;42177;224789;225967;20133251,23;20046104,38;283529,0629;285788,1182;32183,47255;31061,29522;37743;35229;346532,8799;338709,4821;398373,8653;404224,8854;145374,2375;150485,6573;59640;47006;61045;61125;43396;29306
22062;23266;23889;22269;22654;21481;16433;16886;64521;63941;66483;66909;27486;27204;27217;26948;30943;30073;30198;30766;41155;43176;233823;234305;19979726,13;19921880,57;281090,4785;294793,0857;31887,90464;27524,46514;35478;35661;354012,1023;334690,1479;397861,549;419451,3301;147618,2217;146800,6241;59347;52814;64073;61706;42290;30007
21841;21800;22171;23107;22760;22127;17390;16849;62802;63118;67161;66481;27015;27962;27030;27709;30413;30511;30410;30840;41960;42121;231241;224280;19557804,72;19846325,37;287902,1187;286164,3821;34577,81303;32143,80264;36528;35720;342130,0336;336620,3389;399564,9077;417711,928;146953,1495;151056,777;58012;54648;62803;61205;44256;29649
22879;21374;22797;22646;21771;21902;16905;16367;62598;62254;66533;66241;27031;27439;26744;26573;30216;30028;30751;30136;42434;42265;221236;227460;19700227,89;20569479,93;281055,7274;292792,596;38291,73051;24641,20035;35824;35529;354300,6447;341970,4147;401616,249;430652,153;145687,9422;147561,7435;56560;53696;62466;60873;42209;28560
21673;22322;22712;22898;21583;23325;17391;17126;62580;62496;67456;69200;28062;27681;26658;27112;30256;30577;30628;30451;42060;41973;231283;228284;20300667,36;20099058,46;290160,0431;286564,7641;30251,03625;23944,35753;36130;35563;352164,5593;344003,6974;405173,9307;436158,3584;145561,5484;146761,8745;48623;57730;61531;62133;41718;27917
21374;21285;22332;22362;21310;22153;16757;16948;64888;65481;67630;68145;27893;27169;26415;26707;30184;30230;30500;30728;41815;44772;211233;237048;20309649,98;20396286,55;288002,8826;288717,6663;30903,98881;24007,06487;36754;35022;343746,9735;336411,0815;397570,9395;435557,1796;146419,5286;150196,5204;57282;53986;64167;60588;44236;28442
22517;23179;23641;22931;21579;22412;16315;16517;61581;63040;67334;66600;27473;27431;26829;26868;29964;30205;30958;30325;43277;43149;227996;240640;19427500,93;19824394,66;287465,6301;292560,5648;30269,68321;33103,49756;37864;35267;354503,6192;336334,2856;402585,9136;408521,1645;146191,6576;148115,8674;49634;56183;61972;61405;42033;28649
21382;21783;23041;22386;21385;21860;16763;16809;62989;62633;68068;66506;28932;27017;26480;27082;30196;31437;30633;30309;41802;42746;230659;226726;20382235,65;19795055,86;284787,8867;294023,2414;31593,68557;29617,46993;36446;35553;341519,2202;340482,6998;398392,8559;421574,2387;145302,9264;150495,1143;54214;48222;60773;62024;46632;28166
23156;21910;22873;22568;21895;22450;16563;16685;62284;63223;68408;66644;28465;27778;26670;27178;31178;29772;30920;30804;40966;43965;220576;229437;20218578,07;20150436,21;289802,4108;288194,455;32449,44957;30566,17852;35949;35553;336359,2324;344148,4531;401032,1213;420030,656;145327,2825;148012,8926;51340;55340;60783;60173;44278;29815
21285;21676;22069;22407;22905;22415;16479;16566;62296;62203;67839;67995;27196;27352;26423;26803;29913;30851;30458;31119;41735;42858;232654;225295;19303300,51;19911618,8;287677,3538;287838,1964;31247,8239;32164,14413;35886;36432;344781,5816;337325,0527;400270,3627;425503,2919;146169,519;148050,4859;56725;58306;61657;61381;43855;28994
21673;21408;22235;22732;22161;21534;16695;16660;62645;66138;67881;67515;27503;27708;27495;27319;30717;31352;31230;30575;42519;41156;238593;227604;20254818,49;19951075,6;286043,3599;285191,7128;36046,31508;26885,32141;37596;36042;345048,3245;343449,1406;402660,6378;420315,8614;145045,6946;147905,2873;60021;57578;61309;62203;42776;30583
